SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,Popularity,Tempo,TimeSignature,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
1871,Inertiatic Esp,Inertiatic Esp,Long Beach California,The Mars Volta,266.47465,6,0.928616842,112.486,4,2003,0.867258942,0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1872,Foolish Little Girl,Karaoke: 60's Star Power - Singing to the Hits,Passaic NJ,The Shirelles,132.33587,5,-1,116.764,4,1963,0.66229871,0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1873,Inaudible Melodies,Brushfire Fairytales,Galveston TX,Jack Johnson,207.09832,11,-1,147.602,4,2000,0.832011769,0.69,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
1874,Isle Of Inishmore - Part 1 (Air),Roses,Cross Lane WV,Kathy Mattea,124.83873,9,0,79.091,7,2002,0.603383145,0.42,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
1875,Save Me (Rolling Stone Original Version),Rolling Stone Originals - online single 93744-6,California,Unwritten Law,199.67955,11,0,80.472,4,0,0.638640406,0.46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1876,My Maria (LP Version),The American,Syracuse NY,Martin Sexton,244.4273,4,0.466304831,86.805,1,1998,0.641197515,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1877,No. 6 The Coombe,The Chieftains 7,Ireland,The Chieftains,231.1571,7,-1,105.539,7,1977,0.662670206,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1878,Frankie & Sue,Extra Extra,Brenham TX,Darden Smith,207.41179,5,-1,153.974,4,1990,0.485855596,0.36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1879,You (Demo),Pablo Honey (Collector's Edition),Oxford UK,Radiohead,204.06812,4,0.545937381,111.629,3,2009,0.899934952,0.6,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1880,Everyday Stranger,Rum & Coke,London England,Dub Pistols feat. TK & Ashley Slater,328.48934,0,0.519448581,111.997,4,2009,0.687619666,0.42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1881,Zornig!,Deluxe Soundsystem,Germany,Dynamite Deluxe,148.29669,9,0.550561797,87.844,4,2000,0.633402342,0.41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1882,Kill Your Darlings,Kill Your Darlings,Ghent Belgium,Soulwax,201.24689,0,0.504034341,111.223,5,1996,0.803087355,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1883,Here I Am,Negatives,,Phantom Planet,120.65914,6,-1,105.902,4,2004,0.764003369,0.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1884,The Trial_ Were You Scared? [The Lost Interview Tapes - Volume Two] (LP Version),The Lost Interview Tapes Featuring Jim Morrison - Volume Two: The Circus Magazine Interview,Los Angeles California United States,The Doors,298.39628,0,-1,66.155,1,0,0.876829878,0.58,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1885,The Coloness Of The Chain,The Path Of A Decent Groove,Goodwill LA,Tony Joe White,329.35138,2,0,139.905,4,1993,0.624723768,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1886,La Otra,La Otra,,Marisela,221.20444,1,0,134.192,4,0,0.570609658,0.39,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1887,True Nature,Strays,Los Angeles CA,Jane's Addiction,229.61587,7,0.630187627,92.099,4,2003,0.711893841,0.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1888,It's So Fine,Lonely Teardrops,Detroit MI,Jackie Wilson,128.93995,10,-1,136.749,1,1958,0.693327979,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1889,Deus Ex Machina,Strange Cargo III,,William Orbit,339.80036,8,0.450762242,152.084,3,1993,0.674970293,0.42,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
1890,A White Demon Love Song (Soundtrack Album Version),The Twilight Saga: New Moon Original Motion Picture Soundtrack,,The Killers,213.96853,11,0.523796347,86.958,4,0,0.918451789,0.83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1891,Animal Crimes,Who?What?Why?When?Where?,,Mad Are Sane_ The,228.8322,1,0.437036204,196.196,1,1984,0.389837556,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1892,Storm,Humboldt Beginnings,Los Angeles CA,The Pharcyde,217.88689,2,0.460541281,97.594,4,2004,0.756063871,0.49,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1893,Prayer For The Dying (Live In Paris),Live In Paris,Paddington London England,Seal,304.14322,5,0.352232225,133.193,5,2005,0.567313224,0.58,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1894,Isle of St. Helena,Holding Up Half the Sky: Voices of Celtic Women,Ireland,Mary Black & General Humbert,303.75138,7,0.375984302,99.237,3,1984,0.597113361,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1895,Atrapados En La Red,Cruzando El Rio,,Tam Tam Go!,405.41995,6,-1,130.402,4,1999,0.515044056,0.32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1896,V,The Death Of Romance,,Zeromancer,280.08444,2,0.731282,120.072,5,2010,0.644519692,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1897,Push It,Ultimate Girl Groups,,Salt-N-Pepa,207.62077,4,0.806119769,127.597,4,1988,0.692344531,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1898,Little Bit of Inner Air,Made In England,United Kingdom,Atomic Rooster,159.60771,5,0.619596042,124.714,4,1972,0.520757635,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1899,Through With You,Songs About Jane,Los Angeles CA,Maroon 5,181.52444,10,0.787210098,145.999,4,2002,0.905477001,0.84,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1900,Marseille (Live On Tour_ 1984),The Flat Earth (Collector's Edition),Cairo Egypt,Thomas Dolby,281.05098,0,-1,114.595,4,0,0.641354081,0.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1901,Forever,Snivilisation,Sevenoaks United Kingdom,Orbital,478.45832,9,0.685137628,87.982,4,1994,0.693009204,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1902,God Gave Me You (Single/LP Version),How Lucky I Am,Lawton OK,Bryan White,245.81179,8,0.334706549,151.528,4,1999,0.598726841,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1903,It's A Secret,The Best Of In The Summertime,,Mungo Jerry,193.90649,7,0.427446571,88.58,4,1995,0.623696863,0.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1904,Jericho  (Straight On Album Version),Collecton,,DeGarmo & Key,275.74812,7,-1,132.786,1,0,0.421132725,0.32,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1905,Talk To Your Daughter (Album Version),Talk To Your Daughter,Ukiah CA,Robben Ford,250.53995,0,0.557187768,137.23,4,1988,0.604820432,0.38,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1906,Born To Be Together,The Best Of The Ronettes,New York NY [The Bronx],The Ronettes,177.81506,7,0.629768365,114.047,4,1991,0.567278592,0.53,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1907,Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,Zoo Is Sad_ People Are Cruel,Hong Kong,My Little Airport,125.70077,2,0.527818137,92.975,3,0,0.602359561,0.42,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1908,Hopelessly,Body And Soul,Newton-le-Willows Merseyside England,Rick Astley,215.09179,8,0.574882892,150.112,4,1993,0.754917645,0.51,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1909,L'Aventurier,En Vogue,Paris France,Jacques Dutronc,151.09179,2,0.499445835,98.733,4,1969,0.612953154,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1910,Yi Xiao Shi Chong Yin,Motclub 903 Fa Yuan Di Du Le Le Edmond Leung Yin Yue Hui,,Edmond Leung,230.37342,5,-1,137.686,4,0,0.43331739,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1911,Trash (live Paris),Manhattan Mayhem (a history of the Dolls),New York NY,New York Dolls,210.85995,7,0,110.056,4,0,0.717670525,0.48,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1912,Talk About Me,Screamin' Jay Hawkins,Cleveland OH,Screamin' Jay Hawkins,150.56934,6,-1,63.263,1,1995,0.719492291,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1913,Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,The Master Plan,Toronto Ontario Canada,Dream Warriors,414.24934,6,-1,106.821,5,1996,0.502389764,0.34,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1914,America's Suitehearts,Alternative Summer 2009,Wilmette IL,Fall Out Boy,214.33424,2,0.787620404,160.109,4,2008,0.93796475,0.57,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1915,If I'M Dreaming just Let Me Dream,The Very Best Of Brenda Lee Vol.2,Lithonia GA,Brenda Lee,173.06077,8,0.38293509,124.291,1,0,0.669371502,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1916,Here And Beyond,Zos Kia Cultus,POLAND,Behemoth,206.44526,6,0.620458374,114.929,3,2002,0.84219335,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1917,Better Days (Album Version),Faith,Jackson MS,Faith Hill,207.80363,0,0.517789044,141.705,4,1998,0.643544997,0.67,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1918,Cursed Angel Of Doom (Previously Unreleased&Re-Recorded Track),Demonica,POLAND,Behemoth,188.08118,5,0.270775999,139.115,4,0,0.84219335,0.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1919,I Don't Know,Bandwagonesque,Glasgow Scotland,Teenage Fanclu,274.70322,6,0.605246229,116.239,4,1991,0.684894723,0.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1920,3 + 3,3 Originals,Volos Greece,Vangelis,575.58159,1,-1,149.423,3,1977,0.772873274,0.47,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1921,Tell Your Momma Come,Bridging The Gap,Los Angeles CA,Black Eyed Peas,196.362,7,-1,204.304,4,2000,0.845601887,1.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1922,Anything's Better Than Feelin' The Blues,Emotion,Medicine Lodge KS,Martina McBride,181.86404,11,-1,40.384,1,1999,0.614870934,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1923,Anarchy in the UK (Sex Pistols) (Bonus Track),Humungousfungusamongus,,Adrenalin O.D.,142.65424,0,0,106.002,4,1986,0.515726299,0.32,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1924,Go And Wash (Those Dirty Feet),Country Legend,Los Angeles CA,Johnny Horton,138.86649,9,-1,104.284,4,2005,0.610427725,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1925,October,October,Dublin Ireland,U2,142.23628,9,-1,94.838,4,1981,0.843526543,0.83,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1926,Cum,Wild & Wicked,Walker-on-Tyne England,Eric Burdon,168.30649,11,0.327736683,149.527,4,0,0.601069052,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1927,Honey,Greatest Hits,New York New York,Mariah Carey,301.19138,5,0.679077296,95.929,4,1997,0.934935267,0.79,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1928,Zhui Zhong,E Lang Chuan Shou,,Jacky Cheung,226.37669,4,-1,169.898,4,0,0.546346469,0.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1929,You Can't Hurry Love (Live),Serious Hits... Live!,Chiswick London England,Phil Collins,174.23628,11,0.457447167,206.941,7,1990,0.655921418,0.58,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1930,Jingle Bells,Christmas Songbook,Galloway Panola County TX,Jim Reeves,108.19873,0,0.468997788,95.264,4,1963,0.624252499,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1931,Out Of This World,I Can See You,Los Angeles CA,Black Flag,133.25016,10,0.579038701,207.238,4,1985,0.731208047,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1932,2StepN,Barnyard (OST),Hernando MS,North Mississippi Allstars,166.21669,5,-1,124.996,4,2006,0.746213857,0.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1933,Warung Beach,Warung Beach,Hastings England,John Digweed,405.10649,10,-1,127.995,4,2006,0.703229577,0.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1934,You Can Do Better Than Me (Album Version),Narrow Stairs,,Death Cab for Cutie,119.40526,7,0.726863701,101.306,3,2008,0.83125365,0.6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1935,Song Sung Blue,Play Me: The Complete Uni Studio Recordings...Plus!,Brooklyn NY,Neil Diamond,194.40281,0,0.738191737,164.359,4,1972,0.817635146,0.56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1936,Bad Reputation (Originally Performed by Thin Lizzy),Cover the Earth,Lansing MI,The Meatmen,170.4224,1,0,130.164,5,0,0.514064276,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1937,I've got Vilking in Me,My Angel Rocks Back and Forth,,Four Tet,136.202,0,-1,70.296,4,2004,0.791761696,0.47,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1938,Good Enough,The Open Door,New York NY,Evanescence,331.36281,0,0.73897068,91.371,4,2006,0.920959645,0.71,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1939,Fen Shou Zong Yao Zai Yu Tian,Zhen Qing Liu Lu,,Jacky Cheung,287.4771,4,-1,91.999,4,0,0.546346469,0.41,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1940,Within My Blood,Beyond the Permafrost,,Skeletonwitch,252.08118,4,0.725318691,206.936,4,2004,0.68955969,0.53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1941,Mr. Wonderful,Happy Day Collection - Fonzie's Women,Jamestown ND,Peggy Lee,200.6722,7,-1,120.716,4,1992,0.770814367,0.48,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1942,Rider 4 Real,Body Snatcher's,ABD,G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo,202.10893,10,0.253834736,94.918,4,0,0.845373304,0.53,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1943,Ocean Drive,The Very Best Of,Newcastle England,Lighthouse Family,241.8673,2,0.848616761,90.703,3,1995,0.663229688,0.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1944,Five Long Years,Getting Ready... (World),Gilmer TX,Freddie King,263.65342,7,0.526837034,148.627,3,1971,0.609636698,0.38,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1945,Check 1_2,Out Of Business,allentown Pennsylvania USA,EPMD,196.91057,1,0.433005077,200.265,4,1999,0.698291624,0.45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1946,Blueberry Hill,Back In The Saddle Again,Tioga Springs TX,Gene Autry,155.53261,0,-1,107.718,4,1992,0.583646435,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1947,I Constantly Thank God For Esteban (Album Version),A Fever You Can't Sweat Out,Las Vegas NV,Panic! At The Disco,210.25914,7,0.727889463,167.011,4,2005,0.842368944,0.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1948,Song Of The Valley,Artificial Intelligence,Garnant Wales,John Cale,307.22567,7,0.376279502,134.258,4,1985,0.749317801,0.48,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1949,What Are You Fighting For,Strictly One Drop,,Gyptian,219.76771,2,0.215080319,147.436,4,0,0.687483205,0.51,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1950,Sun Shower - Cadence Weapon Remix (Cd),Sun Shower,,Busdriver,316.21179,11,0,129.993,4,2007,0.618002715,0.35,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1951,Some Guys Have All The Luck,At The BBC,Batley England,Robert Palmer,184.34567,2,-1,126.513,4,1981,0.755566398,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1952,Cold Youth,In Ghost Colours,Melbourne Australia,Cut Copy,289.04444,11,0.522733261,128.006,4,2008,0.769944259,0.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1953,It's All In My Mind,Man-made,Glasgow Scotland,Teenage Fanclu,221.41342,5,0.585452852,122.002,4,2005,0.684894723,0.51,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1954,What's Gonna Happen On the 8th Day,I Put a Spell on You: The Best Of,Cleveland OH,Screamin' Jay Hawkins,301.13914,10,0.582918458,116.01,3,1996,0.719492291,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1955,Blues Again,The Early Tapes 1975-1976,New York NY,Rory Block,111.46404,2,0,85.981,4,0,0.513829587,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1956,I Am Fred Astaire (Album Version),Where You Want To Be,Long Island New York,Taking Back Sunday,223.39873,7,0.672441214,147.745,4,2004,0.911599657,0.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1957,Honey,The Remixes,New York New York,Mariah Carey Featuring Da Brat & JD,314.122,4,-1,95.138,4,1997,0.934935267,0.79,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1958,Beautiful,Dance Vault Remixes - Beautiful,,Christina Aguilera,236.95628,8,-1,139.99,4,2002,0.831240277,0.73,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1959,We All Need Love,The Story Of My Life,Ponchatoula LA,Irma Thomas,190.9024,3,0,131,4,2008,0.623823768,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1960,Reminisce For A While (Sung With Raul Malo),Tennessee Moon,Brooklyn NY,Neil Diamond,267.57179,5,0.215080319,91.302,4,1996,0.817635146,0.56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1961,Madchen mit Plan,In wirklich,Berlin Germany,2raumwohnung,272.95302,7,0.639248489,124.023,3,2002,0.664559979,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1962,National Fencibles March,Sousa In Hi-Fi,Cleveland OH,Henry Mancini,187.74159,5,0,118.719,4,0,0.695422285,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1963,The World Turned Upside Down,Fix You,,Coldplay,269.34812,9,0.701266353,136.82,4,2005,0.865021512,0.92,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1964,Everyone's At It,It's Not Me_ It's You,LDN,Lily Allen,277.83791,5,0.740467827,116.957,3,2009,0.916058238,0.54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1965,We Didn't Kill Each Other (But Didn't We Try) [Originally Performed by Dallas Wayne],Cover the Earth,Lansing MI,The Meatmen,216.81587,2,-1,193.361,4,0,0.514064276,0.4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1966,Don't Do That,Dirt Low,,Pinchers,229.01506,11,0,92.01,4,0,0.558384455,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1967,Why U Mad At Me (Explicit Screwed Version),Urban Legend,Atlanta GA,T.I.,258.92526,6,-1,148.877,4,2004,0.842673051,0.87,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
1968,(Coffee's For Closers),Folie a Deux,Wilmette IL,Fall Out Boy,275.3824,4,0.685642424,155.038,4,2008,0.93796475,0.57,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1969,Big Boss Man,The Best Of,,John Hammond,162.71628,5,-1,95.434,1,1965,0.590692918,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,Korea (LP Version),White Pony,Sacramento CA,Deftones,203.59791,7,0.715502169,178.339,5,2000,0.821697317,0.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
1971,(I Used To Couldn't Dance) Tight Pants,Heart On,,Eagles Of Death Metal,215.64036,7,-1,237.831,4,2008,0.761986351,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1972,Slave Song,Lovers Rock,Ibadan Nigeria,Sade,252.47302,6,-1,118.023,4,2000,0.77149215,0.52,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1973,U Not Like Me,Get Rich Or Die Tryin',Queens NY,50 Cent,255.63383,6,-1,92.649,4,2002,0.88348708,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1974,Ain't That Loving You Baby,Bluesman,,John Hammond,198.29506,4,-1,130.99,1,0,0.590692918,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1975,Problems,SWALK,Jamaica,Mikey Dread,289.64526,5,0.379523324,137.746,4,0,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1976,Josephine (French Edit),Weekend Songs,Middlesbrough England,Chris Rea,236.35546,3,0.758410319,110.1,4,2008,0.643182773,0.5,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1977,Don't You Think It's Time To Go,The Family,,The Del McCoury Band,134.68689,5,0.265861049,106.218,4,0,0.608703568,0.36,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1978,Pick Me Up On Your Way Down,Timeless,Medicine Lodge KS,Martina McBride,160.62649,0,0.38293509,131.074,4,2005,0.614870934,0.63,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1979,It Is No Secret (What God Can Do),The World Of Tammy Wynette,Itawamba County MS,Tammy Wynette,148.00934,9,0,76.907,4,0,0.606118646,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1980,As Mist Lay Silent Beneath,Agnen: A Journey Through The Dark,,Keep Of Kalessin,340.4273,5,0.480238748,127.585,4,1999,0.637995287,0.47,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1981,Henrys Death,Stealth,Earth,BT,214.54322,2,0.327736683,150.082,4,2005,0.786427083,0.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1982,Your Love,Happy Family,Jamaica,Mikey Dread,246.02077,1,-1,162.009,4,0,0.58568315,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1983,Back On My New S*** (feat. Tre Williams),The Ghost Dub-Dime Mixtape,New York NY [Queens],Styles P,229.14567,3,0.240040556,98.299,4,0,0.743792498,0.47,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1984,The Way Love Is,Animals or Human,,Captain Hollywood Project,338.36363,7,0.334706549,150.014,4,1995,0.524821393,0.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1985,February Song [Live],Awake Live,,Josh Groban,311.14404,5,0.439202489,140,3,2008,0.765357013,0.76,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1986,Million Teardrops,The EMI Years 1973-'75,St. Catherine Jamaica,Jimmy Cliff,216.45016,5,0.270775999,83.712,7,0,0.672199944,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1987,2HB (1999 Digital Remaster),Let's Stick Together,Washington England,Bryan Ferry,194.61179,1,-1,149.435,1,1976,0.69480252,0.56,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1988,Steppin' Out Tonight,The Early Years,,The Jets,164.54485,11,-1,97.243,4,0,0.565482351,0.39,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1989,Take Her Out,Black Gives Way To Blue,Seattle WA,Alice In Chains,239.35955,8,0.692961319,96.941,4,2009,0.796337059,0.58,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
1990,The Battle Of New Orleans,100 Country Classics,Los Angeles CA,Johnny Horton,148.79302,9,-1,179.311,1,1959,0.610427725,0.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1991,Transamazonia (Deep Dish No Doze Mix),Trasmazonia,Aberdeen Scotland,Shamen,600.37179,4,0.265861049,83.497,3,1995,0.605880471,0.39,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1992,Unbreak My Heart,Alex Loves...,Minneapolis MN,Alexander O'Neal,267.25832,9,0.460484845,109.991,4,2008,0.609123875,0.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1993,Tuscan Chica,LAViSH,,Soul Ballet,462.07955,4,0.609043943,101.006,4,2007,0.493125957,0.35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1994,Rebel Music,The Preacher's Son,Croix-des-Bouquets  Haiti,Wyclef Jean featuring Prodigy of Mobb Deep,237.50485,2,0.439202489,196.04,3,2003,0.791465542,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1995,It's All Understood,Flake,Galveston TX,Jack Johnson,215.87546,10,-1,131.4,4,2000,0.832011769,0.64,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
1996,Looking Back,Looking Back,,John Mayall & The Bluesbreakers,157.20444,0,0.655250822,131.198,1,1997,0.626803106,0.41,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1997,Rock The House (Radio Edit),G-Sides,,Gorillaz,183.53587,2,0.647653855,171.924,4,2001,0.775086058,0.61,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1998,Need To Belong To Someone,Times Have Changed,United States,The Impressions,236.69506,10,0.304169503,90.089,7,1972,0.633220624,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,I Can't Stand It,Sugar Man,Austin TX,Sam Baker,144.74404,8,0,111.852,4,2005,0.688332484,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,Bonnie Mae,The Hour Before Dawn,,Solas,232.56771,0,0.447784051,140.09,4,0,0.602360696,0.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2001,Les Femmes Des Autres,Integrale Les Cactus,Paris France,Jacques Dutronc,189.85751,2,0.215080319,122.826,1,1969,0.612953154,0.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),So Deluxe So Glorious,,Samy Deluxe,234.05669,1,-1,111.253,1,2005,0.70549178,0.39,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003,TRUE,The International Jim Reeves/ Good 'N' Country,Galloway Panola County TX,Jim Reeves,151.58812,6,0,91.632,4,2000,0.624252499,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2004,Saturday Love,Alex Loves...,Minneapolis MN,Alexander O'Neal,301.45261,9,0.741621754,117.949,4,2008,0.609123875,0.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2005,How Can I,Ghetto Life,Montego Bay Jamaica,Jah Cure,240.48281,4,0.564476146,160.655,1,2003,0.707204744,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
2006,I'll Be Better,H2H,,Cyndi Wang,260.98893,1,-1,131.981,4,0,0.416965754,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
