SongNumber,SongTitle,AlbumName,ArtistLocation,ArtistName,Duration,KeySignature,KeySignatureConfidence,Popularity,Tempo,TimeSignature,TimeSignatureConfidence,Year,ArtistFamiliarity,ArtistPopularity,1 Star Artist Popularity,2 Star Artist Popularity,3 Star Artist Popularity,4 Star Artist Popularity,5 Star Artist Popularity,rap/hiphop/rnb,rock,folk/celtic,electronic/trance,metal,punk/grunge/ska,pop/chart,jazz/blues,country,soul/reggae/funk,dance
6134,Crazy,Get A Grip,Boston MA,Aerosmith,319.73832,6,0,nan,162.343,3,1,1993,0.872536599,0.61,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
6139,You Found Me,On The Cover,Bremerton WA,MxPx,151.24853,11,0,0.466304831,101.106,1,0,1995,0.763010513,0.54,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
6140,Oracion (Directo),Senderos De Traicion - Edicion Especial,,Heroes del Silencio,249.86077,11,0.456,nan,110.576,4,1,0,0.672904134,0.52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6143,Pretty Little Thing,Bang Bang,LITTLE ROCK Arkansas,Dale Hawkins,168.59383,9,0.511,0,85.794,1,0,0,0.546012784,0.38,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6147,Shed So Many Tears,Gangster Of Love & Other Favorites (Digitally Remastered),Beaumont Texas,Johnny Winter,135.99302,7,0.672,nan,111.716,3,1,1984,0.749711707,0.45,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6154,Too Much Fun,Live From Deep In The Heart Of Texas,,Commander Cody And His Lost Planet Airmen,205.71383,9,0.51,0,106.925,4,1,1974,0.487445648,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6155,The Son Shines Down On Me,Texas Gold/Comin' Right At Ya,Paw Paw WV,Asleep At The Wheel,243.98322,11,0.694,0.212045405,104.098,3,1,0,0.60425956,0.46,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6156,Shi Guang Ben Shi Wu Zui,Ben Se,,Sandy Lam,220.15955,11,0.424,nan,139.213,4,0.861,0,0.49867683,0.35,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6159,So Lonely,So Lonely,London England,The Police,289.64526,7,0.543,0.553778846,156.957,4,0,1978,0.790367909,0.62,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6165,Only When I'm Drunk,21 & Over,Los Angeles CA,Tha Alkaholiks,217.36444,7,0.535,0.63543847,104.458,4,1,1993,0.667229576,0.43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6169,If I Ever Saw A Good Thing (Album Version),The Best Of Tony Joe White Featuring Polk Salad Annie,Goodwill LA,Tony Joe White,201.03791,9,0.256,nan,150.031,4,0,0,0.624723768,0.40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6171,Lonely,Lonely,St. Louis MO,Akon,211.66975,1,0,nan,90.069,4,0.148,2004,1,0.83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6173,Hank & Joe and Me,Austin Prison,Kingsland AR,Johnny Cash,127.99955,1,0.613,nan,154.619,4,0.458,0,0.817256939,0.74,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
6174,Framed,Zalvation,,The Sensational Alex Harvey Band,536.0322,5,0.357,nan,92.461,3,0.94,1972,0.569860089,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6176,You Gotta Go,Traffic and Weather,New York NY,Fountains Of Wayne,126.87628,0,0,0.385271316,85.047,4,0.038,2007,0.717762702,0.53,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6179,Class Compromise (&History's Glory),No Mercy For You,London England,The Business,144.77016,0,0.768,0.360370583,115.586,1,0,2001,0.625165762,0.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6181,Same Old Song And Dance,A Little South Of Sanity,Boston MA,Aerosmith,357.53751,0,0.049,nan,133.596,4,0.685,1974,0.872536599,0.61,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
6183,Poisonous (Edited) (Feat. Devin The Dude),This Way,Los Angeles California,Dilated Peoples Featuring Devin The Dude,221.28281,4,0.444,0.664936793,178.13,7,1,2004,0.804838889,0.46,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6184,To Bob Ross With Love (Album Version),The Papercut Chronicles,Geneva NY,Gym Class Heroes,158.64118,6,0.619,0.734996573,93.408,4,0.874,2005,0.906619152,0.56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6187,The Distance,Bounce - Special Edition,Sayreville NJ,Bon Jovi,345.96526,6,0.649,nan,89.008,4,0.756,2002,0.839297678,0.78,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
6188,Cross The Bridge,Defend It,Kingston Jamaica,Beenie Man,219.402,2,0.283,0.215080319,118.101,3,1,0,0.729212274,0.48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6189,Comeback,Soldier Of Fortune,Walker-on-Tyne England,Eric Burdon,125.51791,2,0.538,0.270775999,166.748,1,0.338,1988,0.601069052,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6192,Mental Beat,Back to Mystery City,,Hanoi Rocks,304.22159,0,0.248,nan,135.648,4,0,1983,0.687694457,0.44,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6196,Too Shy To Scream,Crash Love,Ukiah CA,AFI,176.61342,8,0.1,0.867008491,94.937,4,0.642,2009,0.909247283,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6200,Lament for Frankie,Solas,,Solas,192.67873,3,1,nan,47.934,1,0,1996,0.602360696,0.37,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6206,The King,On The Strength,Barbados West Indies,Grandmaster Flash,197.79873,0,0.11,0.265861049,93.856,4,1,0,0.627970753,0.46,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6213,These Days,Joyful,United States,Ayo,288.31302,4,0.759,nan,82.723,4,0.727,2006,0.522590185,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6215,Dry Bone Shuffle,All the Published Sides,Jacksonville FL,Blind Blake,199.1571,10,0.178,nan,140.178,1,0,2006,0.521672995,0.35,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6217,Slip Kid,The Who By Numbers,Angleterre,The Who,271.69914,2,0.061,0.598688453,151.796,4,0.172,1975,0.836039353,0.59,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6219,She Is,Acoustic In Nashville - Bootleg No. 2,Denver CO,The Fray,227.60444,10,0.324,nan,144.239,4,0,2005,0.852699664,0.66,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6231,Bricks And Mortar,In The City,Woking Surrey England,The Jam,157.3873,1,0.851,0.549998637,145.115,1,0,1977,0.778142723,0.55,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
6233,Freestyle Ministry (server Verbals),Keep Right,,KRS-One,136.95955,10,0.066,0.542898743,95.285,4,0.472,2004,0.730246319,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6240,Red Wind (World),Island of Bows,,R. Carlos Nakai,551.81016,7,0.387,0.265861049,142.151,4,0,1994,0.577276089,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6243,Sleeping Annaleah (2009 Digital Remaster),Kicking Against The Pricks (2009 Digital Remaster),,Nick Cave & The Bad Seeds,196.62322,7,0.6,nan,125.112,1,0,0,0.69402528,0.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6244,Up All Night (Acoustic Live Album Version),from Music In High Places,California,Unwritten Law,174.10567,3,0.064,0.270775999,111.943,4,0.203,2003,0.638640406,0.46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6251,Unforgettable Season,In Ghost Colours,Melbourne Australia,Cut Copy,195.21261,10,0.87,0.890314004,129.975,4,1,2008,0.769944259,0.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6252,This Love,Call And Response: The Remix Album,Los Angeles CA,Maroon 5,177.52771,10,0.033,0.579767081,114.998,4,0.64,2002,0.905477001,0.84,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6253,Approach To Danger (Edited),The Best Of N.W.A: The Strength Of Street Knowledge,Compton California USA.,N.W.A.,165.19791,6,0.827,0.657056484,189.801,4,0,2006,0.747708669,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6259,Peace,The Soldier,Los Angeles CA,Billy Higgins,314.40934,8,0.136,nan,206.609,4,0,0,0.426683814,0.33,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6261,After Hours,Phantom Planet,,Phantom Planet,164.12689,4,0.758,0.553166754,113.874,4,1,2004,0.764003369,0.54,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6262,Outta Control,The Massacre (Ecopac Reissue Explicit),Queens NY,50 Cent / Mobb Deep,247.77098,11,0.443,nan,91.981,4,1,2005,0.883487085,0.59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6268,Where Do We Go Now But Nowhere,The Boatman's Call,Wangaratta Victoria Australia,Nick Cave & The Bad Seeds,345.75628,7,0.353,0.635905867,122.002,3,1,2006,0.681581305,0.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6271,Let Me Play With Yo' YoYo,Lost & Found Blues,Thomson GA,Blind Willie McTell,188.21179,1,0.395,nan,170.462,4,0.419,0,0.591428552,0.39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6272,Thirteen [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Keep An Eye On The Sky,Memphis TN,Big Star,181.26322,7,0.297,0.421693517,103.28,4,0,0,0.741040433,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6275,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),Much Against Everyone's Advice,Ghent Belgium,Soulwax,171.4673,7,0.607,0.301681757,137.328,1,0,2000,0.803087355,0.50,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
6277,I've Been Loving You Too Long (LP Version),Soulful,East Orange NJ,Dionne Warwick,214.38649,10,0.724,nan,126.54,3,0.683,0,0.647933084,0.48,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
6279,Don't You Wish It Was True,Revival,Berkeley CA,John Fogerty,250.95791,4,0.836,0.629476733,124.505,4,0.885,2007,0.733637825,0.53,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
6285,Falling In Love,Live In Europe,London England,Uriah Heep,184.55465,5,0.413,0.462379946,165.976,4,1,1978,0.673238691,0.48,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6286,Leo's place,I Used To Be An Animal,Walker-on-Tyne England,Eric Burdon,246.5171,7,0.946,0.215080319,138.593,4,0,1999,0.601069052,0.36,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6287,Coming Undone (Sleazy Days Rock Electro Remix) (Acid Planet Remix -- France),Live & Unglued,Bakersfield CA,Korn,200.80281,7,0.464,nan,150.017,4,0.583,0,0.829135422,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6303,Rock Around The Christmas Tree,Lost And Found,Sacramento CA,Daniel Johnston,130.55955,4,0.557,0.460484845,133.142,4,0.807,2006,0.713322147,0.47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6304,Vegetable (Live),Pablo Honey (Collector's Edition),Oxford UK,Radiohead,188.31628,7,0.531,0.587426507,115.906,4,0.65,1993,0.899934952,0.68,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
6311,Amazing Grace (Album Version),The Gang's All Here,Boston MA,Dropkick Murphys,158.64118,3,0.056,0.36597993,183.684,4,0,1999,0.79309437,0.57,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
6316,Pretend,Just A Little Lovin',Quantico VA,Shelby Lynne,167.07873,4,0.59,nan,100.848,4,0,2008,0.685691649,0.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6319,Poker Face,Live Lounge 4,New York City,Lady GaGa,243.33016,3,0.72,nan,86.499,4,0.147,2008,0.939227165,0.84,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
6328,Criteria,Intoxication,Kingston Jamaica,Shaggy,223.4771,9,0.45,0.450762242,99.994,4,0.836,2007,0.772292647,0.54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6329,La Vida,Hola,Buenos Aires.,Los Fabulosos Cadillacs,192.07791,0,0.131,nan,106.798,4,1,1999,0.774037142,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6343,Everybody Loves Me But You,Classic Brenda Lee - The Universal Masters Collection,Lithonia GA,Brenda Lee,151.03955,7,0.215,0.505487343,107.073,3,0.666,1995,0.669371502,0.57,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
6348,Knucklebuster,Chet Atkins_ C.G.P.,Luttrell TN,Chet Atkins,319.4771,4,0.666,nan,96.031,4,0,0,0.586607818,0.41,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
6349,Crackbabies,Saturation,,Urge Overkill,243.17342,4,0.546,0.585979766,152.468,5,0.406,1993,0.64637451,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6351,I'm A Chicken Head (Skit),Purple Haze,Harlem NY,Cam'Ron,85.96853,6,0.442,0.529730607,110.064,4,0.437,2004,0.858270678,0.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6352,Once,To See You,Sayreville NJ,Harry Connick_ Jr.,364.64281,0,0.333,0.392008771,60.882,1,0,0,0.839297678,0.78,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
6355,Fear of Girls (Live in Croatia_ 1993),Normal Service Resumed,UK - England - Yorkshire,U.K. Subs,116.1922,4,0.712,nan,103.971,1,0.363,1993,0.659944919,0.43,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
6366,Josephine,The Road To Hell And Back,Middlesbrough England,Chris Rea,308.45342,2,0.724,nan,168.932,1,0.029,1985,0.643182773,0.50,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
6381,Scrap,Helium,,Tin Hat Trio,44.59057,0,0.209,0.456949544,86.826,1,0,2000,0.547801656,0.37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
6390,As Nice As I Can Be,Heart On (with bonus tracks),,Eagles Of Death Metal,225.48853,1,0.737,0.489038209,144.398,4,0.587,2009,0.761986351,0.50,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
6392,Superman,Oz Factor,California,Unwritten Law,216.81587,2,0.606,nan,201.269,4,0,1996,0.638640406,0.46,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6401,Secret Lovers (Featuring Mica Paris),Alex Loves...,Minneapolis MN,Alexander O'Neal,268.2771,0,0.387,0.48456253,160.033,4,0.822,2008,0.609123875,0.46,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
6402,Little Bird,Dance Vault Mixes - Little Bird (1st Set of Mixes),Aberdeen,Annie Lennox,385.01832,4,0.734,nan,125.03,4,0.703,1992,0.806580411,0.62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
6407,Roll Old Jeremiah,Before the Frost... Until the Freeze,Atlanta GA,The Black Crowes,263.52281,4,0.148,0.496175336,178.299,4,0.187,2009,0.797420741,0.54,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6415,New Meaning,The Lucky Ones,Seattle WA,Mudhoney,159.65995,0,0,nan,145.179,1,0,2008,0.672680593,0.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6417,Ocean Size [Demo],A Cabinet Of Curiosities,Los Angeles CA,Jane's Addiction,273.00526,2,0.09,0.38293509,84.694,4,0.061,0,0.711893841,0.54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6421,We Bite,Collection 2,New Jersey,The Misfits,73.09016,3,0,0.652359289,93.703,4,0.404,1982,0.853725857,0.55,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6423,Guantanamera,The Sunny Side Of Life,Croix-des-Bouquets  Haiti,Wyclef Jean,208.29995,2,0.122,nan,87.965,4,0.905,1997,0.791465542,0.48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6424,Objection (Tango),Laundry Service,Barranquilla Colombia,Shakira,224.522,7,0.085,nan,179.486,4,0.269,2001,0.857319901,0.72,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6427,Polly's Dress,Rabbit Songs,NY - New York City,Hem,71.05261,9,0.437,0.532482708,123.018,5,0.065,2000,0.632242851,0.45,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
6436,Just Like Darts,Better Be Good,,The Real Kids,263.75791,4,0.4,nan,104.775,1,0,1977,0.484893131,0.34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6446,Fair Enough (LP Version),Sand And Water,Harlington TX,Beth Nielsen Chapman,220.05506,6,0.572,nan,119.99,5,0,1997,0.495957128,0.28,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6447,We Three Kings,We Three Kings,New York City,The Roches,329.45587,2,0.538,0.542898743,135.011,4,1,1990,0.573605491,0.37,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6451,The End. [Live In Mexico],The Black Parade Is Dead!,New Jersey,My Chemical Romance,154.30485,7,0.145,0.468997788,92.645,3,1,2008,0.864867842,0.77,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6453,Night Terrors (Album Version),Start A War,Alabama,Static-X,189.09995,5,0.47,0.624953367,120.539,4,1,2005,0.768004235,0.56,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6455,Piracy,Stranger,,Tanya Chua,210.85995,7,0.538,nan,154.976,4,0,0,0.496020059,0.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6459,Nothing's The Same (2002 Digital Remaster),After Hours,Belfast Northern Ireland,Gary Moore,306.72934,9,0.84,nan,86.429,3,1,1992,0.761362238,0.47,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6464,She Will Be Loved,Call And Response: The Remix Album,Los Angeles CA,Maroon 5,261.61587,0,0.476,0.548005621,102.143,4,0.533,2002,0.905477001,0.84,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
6469,Hard To Concentrate (Album Version),Stadium Arcadium,,Red Hot Chili Peppers,241.84118,4,0.464,0.735455678,105.294,4,0.708,0,0.833967972,0.58,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
6473,We Made It [Instrumental],We Made It,East Flatbush Brooklyn NY,Busta Rhymes feat. Linkin Park,238.21016,1,0.018,0.38293509,92.344,5,0.851,0,0.809828092,0.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6477,Cunoasterea Tacuta,OM,Timisoara,Negura Bunget,431.72526,11,0.793,nan,130.84,1,0,2006,0.600091524,0.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6479,Hard Not 2 Kill (Explicit),Me_ Myself & I,Bronx NY,Fat Joe,174.65424,7,0.034,0.228214483,77.56,4,0.857,0,0.822908534,0.57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6480,Restless Spirits (World),Feather_ Stone & Light,,R. Carlos Nakai,170.762,1,0.904,0,203.737,3,0.835,0,0.577276089,0.38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6481,Ett Norrskensdad,Nifelvind,,Finntroll,214.30812,10,0.666,0.65555475,95.035,4,0.742,2010,0.636436672,0.43,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
6486,All Time Low (Album Version),Grey Area,,Grey Area,189.33506,4,0.325,0.352232225,127.221,4,0,1997,0.484910243,0.40,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6490,You'll Never Find,It's About Time,United States,The Impressions,281.65179,11,0.481,0.270775999,122.507,4,1,0,0.633221075,0.41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6494,Harmony Of The Forest,Thinking Of You,Toyohashi Japan,Kitaro,382.51057,1,0.015,0.413739836,98.763,4,0.945,1999,0.668087296,0.46,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
6495,Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],Keep An Eye On The Sky,Memphis TN,Big Star,214.09914,4,0.685,0.422591912,122.548,4,0.784,0,0.741040433,0.50,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6498,Still,This Is Me...Then,The Bronx New York,Jennifer Lopez,220.55138,11,0.716,0.684223879,95.648,4,1,2002,0.877119424,0.56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6504,We Blame Love,Bigger Than America,London England,Heaven 17,287.39873,7,0.646,nan,133.057,4,0.798,1996,0.630928608,0.46,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
6506,Jam-Master Jammin',King Of Rock,,RUN-DMC,259.97016,1,0.408,0.518310319,99.948,4,1,1985,0.686988955,0.61,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
6507,Love Don't Love Me (Justin Timberlake) (Amended Version),The Soundtrack,,Justin Timberlake,261.27628,1,0.53,0.245668091,86.964,4,1,0,0.842636333,0.58,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6517,Savin' Me,NOW (That's What I Call Music) 22,Hanna Alberta Canada,Nickelback,217.62567,0,0.487,0.836455306,164.025,4,0.294,2005,0.847451713,0.78,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6526,If Today Was Your Last Day (Album Version),Dark Horse,Hanna Alberta Canada,Nickelback,248.05832,10,0.892,0.984346739,89.958,4,0.733,2008,0.847451713,0.78,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
6529,Jesus Is Gonna Make Up My Dying Bed,Black Man Blues,Greensboro NC,Josh White,180.97587,7,0.019,0,90.031,4,0,0,0.490586402,0.35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6530,Half As Much,The Singin' Cowboy - 20 Great Favourites,Tioga Springs TX,Gene Autry,148.1922,10,0.733,nan,142.858,3,0.432,0,0.583646435,0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6531,Oops!...I Did It Again,The Singles Collection,Kentwood LA; Los Angeles CA,Britney Spears,211.01669,11,0.479,nan,95.066,4,0.141,2000,0.947327507,0.61,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
6532,Final Straw (Album Version),Around The Sun,Athens GA,R.E.M.,246.17751,0,0.834,0.624024049,107.55,4,1,2004,0.730669502,0.62,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6535,Leskiaidin tyttaret,20 Suosikkia / Rautalankaklassikot / Muurari,California - SF,The Avengers,121.96526,3,0.477,nan,185.255,4,0.012,0,0.574973901,0.42,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6537,Rock Steady,Hard Rock Live,England,Bad Company,249.83465,2,0.025,nan,97.701,4,0.854,1974,0.696816892,0.48,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6544,Yo Yo Man (Garter Belt),Album 95,Goodwill LA,Tony Joe White,332.32934,9,0.872,0,127.102,3,0.224,0,0.624723768,0.40,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6545,Murder In The Graveyard,Monster Rock,Harrow Middlesex England,Screaming Lord Sutch,184.05832,9,0.599,nan,144.104,4,0,1982,0.525227336,0.34,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6548,The Door,The Door,Los Angeles CA,Ke Mo,236.48608,9,0.73,nan,104.204,1,0,2000,0.632130913,0.47,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6552,Let It Be Me,Pop Masters: I Say A Little Prayer For You,East Orange NJ,Dionne Warwick,226.58567,3,0.423,nan,87.447,4,0,2006,0.647933622,0.48,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
6553,Darling_ I Want To Destroy You,Crash Love,Ukiah CA,AFI,223.29424,1,0.784,0.813937198,157.944,4,0.868,2009,0.909247283,0.55,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
6555,Armageddon's Raid,Bondage Goat Zombie,SANTA ANA California,Belphegor,308.76689,1,0.124,0.624839791,116.897,4,0.421,2008,0.683525065,0.47,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
6560,Guns And The Young,More Noise And Other Disturbances,Boston MA,Mighty Mighty Bosstones,142.73261,9,0.002,0.489038209,143.257,4,0,1992,0.699262056,0.48,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6571,Mesmerized,Those Things Deluxe,San Francisco CA,Miguel Migs,342.59546,9,0.354,nan,125.005,4,0.829,0,0.658349215,0.40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6572,See The Light,Master Hits,,The Jeff Healey Band,267.33669,7,1,0.789430535,111.865,4,1,1988,0.716854352,0.41,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6578,Greener,Strong,Atlanta GA,ARRESTED DEVELOPMENT,338.96444,11,0.704,0.511424326,97.955,5,1,0,0.701118744,0.42,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
6579,Secret Handshakes,Welcome The Night,Anderson IN,The Ataris,222.9024,11,0.441,0.683462009,174.468,4,0.792,2006,0.82785377,0.52,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6582,40,Live From Paris,Dublin Ireland,U2,406.85669,8,0.01,nan,146.826,4,0.691,1992,0.843526543,0.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
6583,Only You,Live At The Olympia,United States,Ayo,288.49587,0,0.929,nan,57.639,3,0.622,2006,0.522590185,0.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6584,One Step Forward_ Two Steps Back,Welcome Back,Leeds,John Sebastian,276.45342,0,0.662,0,101.971,5,0.675,1976,0.518743959,0.34,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6585,Let It Bang,Built From Scratch,New York NY,X-ecutioners featuring M.O.P.,210.07628,10,0.449,nan,185.498,4,0.31,2001,0.619260605,0.42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6589,Exodus,Looking At You: The Club Anthems,Essex England,Sunscreem,232.4371,11,0.625,nan,130.201,4,0,1995,0.546727554,0.39,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6591,Sickness,Riot_ Riot_ Upstart,New York NY,Agnostic Front,92.18567,6,0.282,0.665160008,151.184,1,0,1999,0.701441759,0.50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6592,Inertiatic Esp,Inertiatic Esp,Long Beach California,The Mars Volta,266.47465,6,0.501,0.928616842,112.486,4,0.529,2003,0.867258942,0.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
6597,Foolish Little Girl,Karaoke: 60's Star Power - Singing to the Hits,Passaic NJ,The Shirelles,132.33587,5,0.696,nan,116.764,4,0.765,1963,0.66229871,0.38,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
6599,Inaudible Melodies,Brushfire Fairytales,Galveston TX,Jack Johnson,207.09832,11,0.559,nan,147.602,4,0,2000,0.832011769,0.69,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
6602,Isle Of Inishmore - Part 1 (Air),Roses,Cross Lane WV,Kathy Mattea,124.83873,9,0.019,0,79.091,7,0.911,2002,0.603383145,0.42,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
